annotation_id,natural language,template format,1st worker,2nd worker,3rd worker,4th worker,5th worker,majority
A02_DP_LO_315_1_1,具体的に死刑による永続的かつ長期的な解決策でどのような解決をもたらすかなどの説明がない,死刑による永続的かつ長期的な解決策でかいけつできる問題の具体例には何があるか,1,3,3,3,3,3
A02_DP_LO_315_3_1,刑罰がもたらす解決策について他の刑罰との比較が薄い,なぜ他の刑罰がもたらす解決策よりも刑罰がもたらす解決策を優先すべきかの説明が不足している,3,3,3,3,3,3
A02_DP_LO_315_4_1,なぜ、他の刑罰に比べて死刑は、短期的な解決策や更生への賭けではなく、永続的かつ長期的な解決策を提供するのか理由がない,永続的かつ長期的な解決策を提供することを実現するのに，なぜ他の刑罰ではなく死刑という方法が良いのかの説明が不足している,3,3,2,3,3,3
A02_DP_LO_318_2_1,終身刑の場合の反省の機会との違いが少し薄い,犯罪者の反省の機会を実現するのに，なぜ終身刑ではなく死刑という方法が良いのかの説明が不足している,1,3,3,3,3,3
A02_DP_LO_320_1_1,相手の主張に文句をつけているだけのように聞こえる,肯定側の犯罪者は更生の可能性があり、そもそも社会が犯罪者を生み出しているという考えから、永遠に刑務所にいるべきだという主張に主張には多くの欠陥があるというのは直接的な反論になっていない,1,1,3,1,1,1
A02_DP_LO_320_2_1,死刑になっていたかもしれない人が早く釈放されることがあるというのはやや非現実的に感じる,なぜ死刑になっていたかもしれない人が早く釈放されることを実現可能なのかが不明確,3,3,3,3,1,3
A02_DP_LO_320_3_1,刑務所での行いがよく、早く釈放されるのはむしろ反省した証としていいことだという解釈もできるので、なぜそれが悪いことなのか不明瞭,なぜ社会にとって犯罪者の刑務所での行いがよく、早く釈放されることが悪いことなのかが不明確,3,3,2,2,2,2
A02_DP_LO_320_4_1,素行の良さや仮釈放委員会への嘆願などの要素が、時に「終身刑」という言葉を無意味なものにしてしまうという主張の説明が不足している,なぜ素行の良さや仮釈放委員会への嘆願などの要素によって時に「終身刑」という言葉を無意味なものにするという悪い結果が起こるのかが不明確,3,3,3,3,3,3
A02_DP_LO_320_5_1,終身刑を受けた人が自分のしたことを反省しながら人生を過ごし続けると断定できるのかという主張は部分否定に終わっている,肯定側の犯罪者は更生の可能性があり、そもそも社会が犯罪者を生み出しているという考えから、永遠に刑務所にいるべきという主張に終身刑を受けた人が自分のしたことを反省しながら人生を過ごし続けると断定できるのかというのは直接的な反論になっていない,2,1,3,3,1,1
A02_DP_LO_320_6_1,終身刑だと犯罪者が反省しないのではないかと思える理由づけがない,なぜ終身刑によって犯罪者が反省しないという悪い結果が起こるのかが不明確,3,3,3,3,3,3
A02_DP_LO_320_8_1,終身刑を受けた人が反省する割合は、図書館を使うかテレビを見るかと考えている可能性と同じだと可能性の指摘に終わっている,なぜ肯定側の犯罪者は更生の可能性があり、そもそも社会が犯罪者を生み出しているという考えから、永遠に刑務所にいるべきだという主張よりも否定側の終身刑を受けた人が反省する割合は、図書館を使うかテレビを見るかと考えている可能性と同じだという主張が優位だと言えるのかが不明確,3,3,1,3,3,3
A02_DP_LO_328_1_1,終身刑の人がいたら、その人の更生を心配する必要はないという主張は、死刑と終身刑の差がなんなのかがわからない説明となっている,終身刑の人の更生を心配する必要はないというのは肯定側が定義している死刑と終身刑の差ことを考慮できていない,3,3,3,3,3,3
A02_DP_LO_328_2_1,相手の主張（特に後半部分のGovernmenttaskうんたら）に対応できていない,肯定側のという主張に終身刑の人の更生を心配する必要はないというのは直接的な反論になっていない,2,3,3,2,1,2
A02_DP_LO_328_3_1,社会に戻る機会がない・無ければRehabilitationが重要でない理由が浅い,なぜRehabilitationは社会に戻る機会がない・無ければ重要でないという特性を持つと言えるのかが不明確,3,3,3,3,3,3
A02_DP_LO_328_4_1,終身刑の囚人に割くお金がどれくらいなのか不明瞭,終身刑の囚人に割くお金はどの程度かかるかの具体性に欠ける,3,3,3,3,3,3
A02_DP_LO_328_6_1,税金を使って、彼らに何らかのケアを施すべきではないという主張は、死刑ですぐに生命を絶つことへの関連性はありますが、説明が薄い,なぜ肯定側の死刑制度は犯罪者の更生の機会を奪うから死刑を廃止すべきという主張よりも否定側の税金を使って、彼らに何らかのケアを施すべきではないという主張が優位だと言えるのかが不明確,1,3,2,1,3,1
A02_DP_LO_328_7_1,犯罪者に精神状態を回復させるチャンスを得る資格はないという主張の理由がない,なぜ犯罪者は精神状態を回復させるチャンスを得る資格はないという特性を持つと言えるのかが不明確,3,3,3,3,3,3
A02_DP_LO_332_1_1,更生を望まない限り、リハビリを受けても、犯罪者を変えることはできないという主張の理由が不足している,なぜ犯罪者は更生を望まない限り、リハビリを受けても、変わらないという特性を持つと言えるのかが不明確,3,3,3,3,3,3
A02_DP_LO_332_2_1,死刑の固有性の分析がなされていない,なぜ死刑は廃止とすべきでないと考えているのかが不明確,3,1,1,1,1,1
A02_DP_LO_332_3_1,精神的なカウンセリングや職業訓練、セラピーが単語レベルでの例となっている,精神的なカウンセリングや職業訓練、セラピーの具体例には何があるか,1,1,3,3,1,1
A02_DP_LO_332_5_1,なぜリハビリの効果がShort-termになるかの理由がない,なぜ犯罪者へのリハビリの効果はShort-termになるという特性を持つと言えるのかが不明確,3,3,3,3,3,3
A02_DP_LO_332_6_1,死刑の必要性につながっていない,なぜ大量殺人者が悔い改めて光を見たと主張しても、本当に信用できるのかわからないという理由が死刑が必要という結論を支持するのかが不明確,1,3,3,3,1,3
A02_DP_LO_332_7_1,犯罪者が組織をどうManipulateするかの理由がない,なぜ犯罪者が組織をManipulateすることを実現可能なのかが不明確,3,3,3,3,3,3
A02_DP_LO_335_1_1,犯罪者は犯罪を繰り返す傾向があるという主張が死刑を廃止スべきでない理由になっていない,なぜ犯罪者は犯罪を繰り返す傾向があるという理由が死刑を廃止すべきでないという結論を支持するのかが不明確,3,3,3,3,3,3
A02_DP_LO_335_2_1,死刑の固有性について分析が不足している,なぜ暴力的な犯罪者は犯罪を繰り返す傾向があるという理由が死刑が必要という結論を支持するのかが不明確,1,3,3,1,1,1
A02_DP_LO_335_3_1,リハビリテーションを優先して出所後に犯罪を繰り返すより死刑の方がマシであるなどの理由がない,なぜ肯定側のリハビリテーションを優先するという主張よりも否定側の出所後に犯罪を繰り返すより死刑の方がマシであるという主張が優位だと言えるのかが不明確,3,3,3,1,3,3
A02_DP_LO_335_4_1,死刑に値するとされるほとんどの犯罪の特徴が暴力であるという主張の具体例がない,死刑に値する犯罪の具体例には何があるか,1,2,2,2,1,2
A02_DP_LO_335_5_1,犯罪者が反省することの重要性自体を否定できていない,肯定側の犯罪者が反省することが重要という主張に更生はリスクの高いギャンブルというのは直接的な反論になっていない,3,3,1,1,3,3
A02_DP_LO_335_6_1,社会に出なくとも、反省することについて、なぜ実現可能性が低いのか、死刑の方がふさわしいのかという理由が不足している,なぜ社会に出なくとも、反省することは実現可能性が低いという特性を持つと言えるのかが不明確,3,2,1,3,2,2
A02_DP_LO_335_7_1,なぜ死刑囚が本当に更生できるかどうかで、社会の安全を危険にさらすのはあまりにも危険なのか不明瞭,なぜ死刑囚が本当に更生できるかどうかで、社会の安全を危険にさらすことは危険という特性を持つと言えるのかが不明確,3,3,3,3,3,3
A02_DP_LO_335_8_1,死刑囚の更正よりなぜ社会の安全の方が大事かの説明がない,なぜ死刑囚の更正よりも社会の安全を優先すべきかの説明が不足している,3,3,3,3,3,3
A02_DP_LO_338_1_1,リハビリテーションと死刑との比較がなく、死刑の固有性が説明されていない,なぜリハビリテーションよりも死刑を優先すべきかの説明が不足している,1,3,1,1,1,1
A02_DP_LO_338_2_1,リハビリテーションにどれくらいの税金が投入されないといけないのかということが説明されていない,リハビリテーションはどの程度税金が投入されないといけないのかの具体性に欠ける,3,3,3,3,3,3
A02_DP_LO_338_3_1,なぜ税金を使うべきではないのかということについて明確な理由付けがない,なぜ社会はリハビリテーションに税金を使うとすべきでないと考えているのかが不明確,2,3,3,3,3,3
A02_DP_LO_338_6_1,死刑の固有性に関する分析がない,死刑の場合の地域社会に求められるものの具体例には何があるか,1,1,1,1,1,1
A02_DP_LO_338_7_1,犯罪者に対する社会の考え方を変え、地域社会が前科者を追放するのではなく、受け入れるようにすることがなぜ達成できないのかという客観的理由が提示されていない,なぜ犯罪者に対する社会の考え方を変え、地域社会が前科者を追放するのではなく、受け入れるようにすることは達成できないという特性を持つと言えるのかが不明確,3,3,3,2,1,3
A02_DP_LO_339_10_1,犯罪を犯した者を無力化する方法としても監獄は有効であるという主張は、論題と関係ない説明に見える,犯罪を犯した者を無力化する方法としても監獄は有効であるという主張/理由が論題とどのように関係するのかが不明確,3,3,3,3,3,3
A02_DP_LO_339_2_1,犯罪の抑止力について死刑の固有性が言及されていない,なぜ死刑によって犯罪という悪い結果が抑制されるのかが不明確,3,1,3,3,1,3
A02_DP_LO_339_5_1,なぜ実刑判決の犯罪の抑止力が必要・重要かの理由がない,なぜ社会にとって実刑判決の犯罪の抑止力が良いことなのかが不明確,3,3,3,2,1,3
A02_DP_LO_339_6_1,犯罪者に自分が犯した悪事を社会に償ってもらうため自由を奪うことは罰を与えるための一つの方法として、死刑の固有性について説明がない,犯罪者に自分が犯した悪事を社会に償ってもらうことを実現するのに，なぜリハビリテーションではなく死刑という方法が良いのかの説明が不足している,3,1,3,1,3,3
A02_DP_LO_339_7_1,なぜ犯罪を犯そうとする人がリスクを負うことを考え直し、自分が犯した悪事を社会に償ってもらう目的を達成するために終身刑ではなく死刑がふさわしいのかということについて理由がない,犯罪を犯そうとする人がリスクを負うことを考え直し、自分が犯した悪事を社会に償ってもらう目的を実現するのに，なぜ終身刑ではなく死刑という方法が良いのかの説明が不足している,3,3,3,3,3,3
A02_DP_LO_339_8_1,どう死刑が自分が犯した悪事を社会に償ってもらう目的に貢献しているのかがわからない,なぜ死刑によって自分が犯した悪事を社会に償ってもらう目的に貢献しているという良い結果が起こるのかが不明確,3,3,3,3,3,3
A02_DP_LO_339_9_1,刑務所は、罰、復讐、報復としても意図され、犯罪者には、自分が犯した悪事を社会に償ってもらうことが期待されており、自由を奪うことは罰を与えるための一つの方法であるという主張がなぜ正しいかの説明がない,なぜ刑務所は、罰、復讐、報復としても意図され、犯罪者には、自分が犯した悪事を社会に償ってもらうことが期待されており、自由を奪うことは罰を与えるための一つの方法であるという主張は正しいという特性を持つと言えるのかが不明確,3,3,3,3,3,3
A02_DP_LO_349_1_1,なぜ更生がうまくいかないのかという理由の理由が説明されていない,なぜ更正はうまくいかないという特性を持つと言えるのかが不明確,3,3,3,3,3,3
A02_DP_LO_349_3_1,リハビリテーションプログラムが抱える資金や資源の不足、出席率の低さの具体例がない,リハビリテーションプログラムが抱える資金や資源の不足、出席率の低さの具体例には何があるか,1,1,3,3,1,1
A02_DP_LO_349_4_1,終身刑の囚人の場合は、社会復帰ができないという現実があるため、参加意欲が減退してしまうという主張は言い方が理由ぽくない,なぜ終身刑の囚人の場合は、社会復帰ができないという現実があるため、参加意欲が減退してしまうという理由がリハビリテーションプログラムによる更正は難しいという結論を支持するのかが不明確,3,3,3,3,1,3
A02_DP_LO_349_5_1,終身刑の囚人の場合は、社会復帰ができないという現実があるため、参加意欲が減退してしまうという説明が単調,なぜ終身刑の囚人の場合は、社会復帰ができないという現実があるという理由がリハビリテーションへの参加意欲が減退してしまうという結論を支持するのかが不明確,3,1,3,3,3,3
A02_DP_LO_349_6_1,現存する他の罰についても否定しており、論題の否定、PMの否定につながっていない,現存する他の罰についての否定という主張/理由が論題とどのように関係するのかが不明確,3,3,3,3,3,3
A02_DP_LO_349_7_1,更生を目的としながらも、実際には従順な囚人を作ることを目的とした、疑わしい行動療法が行われることもあるという主張の理由がない,なぜ更生を目的としながらも、実際には従順な囚人を作ることを目的とした、疑わしい行動療法は行われることもあるという特性を持つと言えるのかが不明確,3,3,3,3,3,3
A02_DP_LO_349_8_1,更生を目的としながらも、実際には従順な囚人を作ることを目的とした、疑わしい行動療法が行われることもあるという説明が少ない,なぜ更生を目的としながらも、実際には従順な囚人を作ることを目的とした、疑わしい行動療法は行われることもあるという特性を持つと言えるのかが不明確,3,3,3,3,3,3
A02_DP_LO_351_1_1,憲法などの説明については、それを変えようという目的でディベートをしており、説得力として弱い,なぜ肯定側の憲法を変えて死刑を廃止すべきという主張よりも否定側の憲法は残酷で異常な刑罰を禁じていますが、あらゆる刑罰を一律に禁止することを支持しているわけではないという主張が優位だと言えるのかが不明確,3,1,3,1,1,1
A02_DP_LO_351_3_1,犯罪の加害者を罰して、さらなる犯罪を防ぐべきという主張で死刑の固有性が言及されていない,犯罪の加害者を罰して、さらなる犯罪を防ぐを実現するのに，なぜ他の方法ではなく死刑という方法が良いのかの説明が不足している,3,3,3,3,3,3
A02_DP_LO_351_4_1,死刑がどう犯罪の抑止力として機能しているのか、なぜ終身刑では不十分なのかが描写まではされていない,犯罪の抑止を実現するのに，なぜ終身刑ではなく死刑という方法が良いのかの説明が不足している,3,3,3,2,3,3
A02_DP_LO_351_5_1,幼児が悪いことをしたときに罰を与えることで、その行動を正し、抑止するという説明が一般的,なぜ (悪いことの抑止という点において )幼児と犯罪者は同じ/似ていると言えるのかが不明確,3,1,1,1,1,1
A02_DP_LO_356_10_1,犯罪人口は刑務所で過ごすことになるという論点が論題の否定にどうつながっているかの説明がない,犯罪人口は刑務所で過ごすことになるという主張/理由が論題とどのように関係するのかが不明確,3,3,2,3,3,3
A02_DP_LO_356_3_1,仮釈放の可能性のない終身刑よりなぜ死刑の方が重要か説明が不足している,なぜ仮釈放の可能性のない終身刑よりも死刑を優先すべきかの説明が不足している,3,3,3,3,3,3
A02_DP_LO_356_4_1,仮釈放の可能性のない終身刑だとどう反省しないのかが説明されていない,なぜ仮釈放の可能性のない終身刑によって犯罪者が反省しないという悪い結果が起こるのかが不明確,3,3,3,3,3,3
A02_DP_LO_356_5_1,犯罪を犯す者は、社会に関心がなく、非難されることを嫌う人たちだという主張に理由がない,なぜ犯罪を犯す者は社会に関心がなく、非難されることを嫌う人たちという特性を持つと言えるのかが不明確,3,3,3,3,3,3
A02_DP_LO_356_7_1,終身刑でどれくらいお金がかかるのかという描写がない,終身刑はどの程度お金がかかるかの具体性に欠ける,3,3,2,3,3,3
A02_DP_LO_356_8_1,終身刑が政府にとってどのように負担になるかの説明がない,なぜ政府にとって終身刑が悪いことなのかが不明確,2,2,3,3,1,2
A02_DP_LO_356_9_1,PMとしては犯罪人口は刑務所で過ごすことになることの何が問題なんだ、リハビリテーションの方が重要だということもできる,肯定側からの犯罪人口は刑務所で過ごすことになることの何が問題なんだ、リハビリテーションの方が重要だという反論が想定される,3,3,3,3,3,3
A02_DP_LO_361_1_1,なぜ再犯をなくすことが最も大事かの説明がない,なぜ他のことよりも再犯をなくすことを優先すべきかの説明が不足している,3,3,3,3,3,3
A02_DP_LO_361_2_1,再び犯罪を犯す理由は複雑で、犯罪行為の根源が非常に複雑に絡み合っており、誤解されていることが多いという指摘に終わっている,なぜ肯定側の死刑制度は犯罪者の更生の機会を奪うから死刑を廃止すべきという主張よりも否定側の再び犯罪を犯す理由は複雑で、犯罪行為の根源が非常に複雑に絡み合っており、誤解されていることが多いという主張が優位だと言えるのかが不明確,1,3,3,1,1,1
A02_DP_LO_361_3_1,死刑は、関与した犯罪者が将来犯す犯罪に対する有効な抑止力であるという主張で、死刑の固有性が強調されていない,関与した犯罪者が将来犯す犯罪に対する有効な抑止力となるを実現するのに，なぜ他の方法ではなく死刑という方法が良いのかの説明が不足している,3,1,3,3,1,3
A02_DP_LO_365_1_1,なぜ納税者が犯罪者を刑務所に入れておくための高いコストに不満を持つというような行動をとるかの理由がない,なぜ納税者は犯罪者を刑務所に入れておくための高いコストに不満を持つという特性を持つと言えるのかが不明確,3,3,3,3,3,3
A02_DP_LO_365_2_1,リハビリテーションにどれくらいお金がかかるのか説明がない,リハビリテーションはどの程度お金がかかるかの具体性に欠ける,3,3,3,3,3,3
A02_DP_LO_365_3_1,死刑が最も安いという説明がない,なぜ死刑は最も安いという特性を持つと言えるのかが不明確,3,3,3,3,3,3
A02_DP_LO_365_4_1,初犯者や非暴力犯罪者の更生に使って、彼らが刑務所の外で成功し、再び犯罪に手を染めようとは思わないようにすることの方が意味があるという説明で、死刑の固有性について分析がない,再び犯罪に手を染めようとは思わないようにするを実現するのに，なぜ更正ではなく死刑という方法が良いのかの説明が不足している,1,2,2,2,3,2
A02_DP_LO_365_5_1,なぜ終身刑になるはずの最悪の暴力犯罪者のためにリハビリプログラムに投資するというお金の使い道がよくないのかという積極的理由が示されていない,なぜ社会にとって終身刑になるはずの最悪の暴力犯罪者のためにリハビリプログラムに投資するが悪いことなのかが不明確,3,3,3,3,3,3
A02_DP_LO_365_6_1,リハビリプログラムにどれくらい費用がかかるのかという説明がない,リハビリプログラムはどの程度費用がかかるかの具体性に欠ける,3,3,3,3,3,3
A02_DP_LO_365_7_1,Minoroffenderの話が死刑とどう関係あるかの説明がない,Minoroffenderの話という主張/理由が論題とどのように関係するのかが不明確,3,2,1,3,3,3
A02_DP_LO_365_8_1,死刑囚がリハビリできない理由がない,なぜ死刑囚はリハビリできないという特性を持つと言えるのかが不明確,3,3,3,3,3,3
A02_DP_LO_372_2_1,犯罪者が社会の法律に違反することを選択する際に自由意志を行使するという事実を無視してはいけないという主張は、、死刑の必要性、固有性の説明に繋がっていない,なぜ犯罪者が社会の法律に違反することを選択する際に自由意志を行使するという事実を無視してはいけないという理由が死刑が必要という結論を支持するのかが不明確,3,3,3,3,2,3
A02_DP_LO_372_3_1,犯罪行為の責任をすべて社会に押し付けるのは甘えであり、犯罪の多様な原因を考慮していないという説明と「犯罪者の自由意志」の関連性が見えない,なぜ犯罪行為の責任をすべて社会に押し付けるのは甘えであり、犯罪の多様な原因を考慮していないという理由が犯罪者が社会の法律に違反することを選択する際に自由意志を行使するという結論を支持するのかが不明確,3,3,3,3,3,3
A02_DP_LO_380_1_1,刑務所の過密状態の問題は、反論というよりも立論になっていた,肯定側の何の解決にもならない死刑よりも、無期懲役の方が良い選択肢だという主張に刑務所の過密状態の問題というのは直接的な反論になっていない,3,3,3,3,3,3
A02_DP_LO_380_3_1,刑務所が過密だとどう悪いのか、死刑によってどれくらい差が出るのかということが不明瞭,なぜ犯罪者にとって刑務所が過密であることが悪いことなのかが不明確,3,2,1,3,1,1
A02_DP_LO_380_5_1,喧嘩の増加や監視の目が行き届かないこと、娯楽のためのスペースが不足することなど、過密状態に伴う問題のいくつかを免れることができるという主張は、これらの要素があるという点で説明が終わっている,肯定側の何の解決にもならない死刑よりも、無期懲役の方が良い選択肢だという主張に喧嘩の増加や監視の目が行き届かないこと、娯楽のためのスペースが不足することなど、過密状態に伴う問題のいくつかを免れることができるというのは直接的な反論になっていない,3,3,3,3,3,3
A02_DP_LO_380_6_1,終身刑の問題は、死刑を廃止するか否かに関わらず存在する問題なので、死刑の必要性につながっていない,なぜ終身刑の問題があるという理由が死刑が必要という結論を支持するのかが不明確,3,3,3,2,2,3
A02_DP_LO_380_7_1,囚人が置かれている環境がどう非人道的なのかという説明が不足している,なぜ囚人が置かれている環境は非人道的という特性を持つと言えるのかが不明確,3,3,3,3,3,3
A02_DP_LO_380_8_1,終身刑の過密状態の説明は、終身刑を批判しているだけ,なぜ終身刑の過密状態の説明という理由が死刑が必要という結論を支持するのかが不明確,1,1,3,3,3,3
A02_DP_LO_380_9_1,長期間刑務所に入っていると、刑務所の中での生活に適応してしまい、社会での活動ができなくなってしまう硬直した囚人が生まれがちという説明はロジックにかける,なぜ長期間刑務所に入っていると、刑務所の中での生活に適応してしまうという理由が社会での活動ができなくなってしまう硬直した囚人が生まれがちという結論を支持するのかが不明確,3,3,3,3,3,3
A02_DP_LO_399_1_1,犯罪行為の根源は非常に複雑で、社会経済的な環境に加えて、性格タイプ、親の育て方、トラウマ、さらには脳内化学物質なども含まれていると考えられているという主張で要素の存在は指摘しているが分析が浅い,なぜ犯罪行為の根源は非常に複雑で、社会経済的な環境に加えて、性格タイプ、親の育て方、トラウマ、さらには脳内化学物質なども含まれていると考えられているという理由が死刑が必要という結論を支持するのかが不明確,1,1,3,3,1,1
A02_DP_LO_408_1_1,死刑の残忍さと社会の残忍さには関連がないことを主張しようとしているのかもしれませんが、その関連に関する説明が不足している,なぜ死刑の残忍さと社会の残忍さは関連がないという特性を持つと言えるのかが不明確,3,3,2,2,3,3
A02_DP_LO_408_4_1,PMの伝えている残忍さについてなぜ違うのかという理由を説明していない,なぜ死刑は社会の残忍さとは違うという特性を持つと言えるのかが不明確,3,3,3,3,3,3
A02_DP_LO_408_6_1,なぜ癌のケースが死刑にも当てはまるのかという理由が説明されていない,なぜ (*という点において )癌のケースと死刑は同じ/似ていると言えるのかが不明確,3,3,3,2,3,3
A02_DP_LO_408_8_1,がんの例は比喩でしかない,がんを切り取る必要があるというについて具体例はあるが一般化した説明がない,3,3,3,1,1,3
A02_DP_LO_409_1_1,社会の残虐性になぜ死刑が関与していないと言えるのかという直接的な理由がない,なぜ死刑は社会の残虐性に関与していないという特性を持つと言えるのかが不明確,3,3,3,3,3,3
A02_DP_LO_409_3_1,なぜ死刑が残虐性に関与していないのかということに対する直接的理由がない,なぜ死刑は残虐性に関与していないという特性を持つと言えるのかが不明確,3,3,2,3,3,3
A02_DP_LO_409_4_1,メディアの報道が過剰だとしてどうなのかの説明が薄い,なぜ社会にとってメディアの報道が過剰なことが悪いことなのかが不明確,3,3,3,3,3,3
A02_DP_LO_409_6_1,他の要因の方が大きいなどの説明は、見方によっては、死刑も現代社会の残虐性を引き起こしている要因の一つに変わりないということになる,肯定側からの死刑も現代社会の残虐性を引き起こしている要因の一つに変わりないという反論が想定される,3,1,2,3,2,2
A02_DP_LO_409_8_1,経済状況、精神的問題、薬物乱用など犯罪の残虐性の要因要素を羅列しているだけ,なぜ経済状況、精神的問題、薬物乱用などによって犯罪を残虐にするという悪い結果が起こるのかが不明確,1,1,3,3,3,3
A02_DP_LO_411_1_1,PMの主張する3つの死刑制度が現代社会の残虐化を引き起こしていると考える理由への直接的な反論となっていない,死刑制度は、野蛮な犯罪に対する盾であり、現代の死刑制度は、最終的には痛みを伴わない方法で執行されるというのは肯定側が定義している死刑制度が現代社会の残虐化を引き起こしていると考える理由ことを考慮できていない,1,3,1,1,3,1
A02_DP_LO_411_2_1,どのように死刑制度は、野蛮な犯罪に対する盾としての役割を果たしているのかという理由がない,なぜ死刑制度によって野蛮な犯罪に対する盾としての役割を果たすという良い結果が起こるのかが不明確,3,3,3,3,3,3
A02_DP_LO_411_4_1,どう死刑制度は、野蛮な犯罪に対する盾になっているのかがわからない,なぜ死刑制度によって野蛮な犯罪に対する盾になっているという良い結果が起こるのかが不明確,3,1,3,3,3,3
A02_DP_LO_411_6_1,最終手段が死刑であるべき理由まで述べられていない,なぜ犯罪に対する最終手段は死刑とすべきと考えているのかが不明確,3,3,3,3,3,3
A02_DP_LO_417_1_1,政府があまりにも緩いために犯罪が引き起こされているという主張を支える根拠がない,なぜ政府があまりにも緩いことによって犯罪が引き起こされているという悪い結果が起こるのかが不明確,3,3,3,3,3,3
A02_DP_LO_417_2_1,政府が何らかの正義を実行する前から、犯罪は常に存在しているというのは、一見、関連性がないような主張,政府が何らかの正義を実行する前から、犯罪は常に存在しているという主張/理由が論題とどのように関係するのかが不明確,3,3,3,3,3,3
A02_DP_LO_417_3_1,政府があまりにも緩いために犯罪が引き起こされているという主張がPMのどこに反論したいのかが曖昧,なぜ死刑を廃止すべきは政府があまりにも緩いために犯罪が引き起こされているという特性を持つと言えるのかが不明確,1,3,1,3,3,3
A02_DP_LO_417_4_1,死刑が犯罪の抑止力として機能しているという根拠がない,なぜ死刑によって犯罪の抑止力として機能しているという良い結果が起こるのかが不明確,3,3,3,3,3,3
A02_DP_LO_417_8_1,PMは国も犯罪に影響しているということを主張しているので、政府は犯罪を犯していないと主張するのであれば、その根拠が必要,なぜ政府は死刑によって犯罪を犯していないという特性を持つと言えるのかが不明確,3,2,2,1,1,1
A02_DP_LO_419_1_1,死刑制度の重要性は感じられない,なぜ20世紀に入ってからのアメリカでは、本当に無実の人が死刑になったことを示す証拠はほとんどないという理由が死刑制度が重要という結論を支持するのかが不明確,3,3,3,1,3,3
A02_DP_LO_419_2_1,根拠が冤罪は絶対にないと言える理由となっていない,なぜ冤罪は絶対にないという特性を持つと言えるのかが不明確,3,3,3,3,3,3
A02_DP_LO_419_4_1,えん罪のケースを排斥するのみでは死刑制度の重要性を説明し切れていない,なぜえん罪のケースを排斥するという理由が死刑制度が重要という結論を支持するのかが不明確,3,3,3,3,3,3
A02_DP_LO_421_2_1,なぜ死にたい人が死刑を選ばないのかという説明がない,なぜ死にたい人は自殺方法として死刑を選ばないという特性を持つと言えるのかが不明確,3,3,3,3,3,3
A02_DP_LO_421_4_1,死にたい人が犯罪や死刑を選ぶことがレアであればなぜ無視して良いかの説明が不足している,なぜ死にたい人が犯罪や死刑を選ぶことがレアであるという理由が死にたい人が犯罪や死刑を選ぶことを無視して良いという結論を支持するのかが不明確,3,3,3,3,3,3
A02_DP_LO_421_5_1,死にたい人が犯罪や死刑を選ぶケースを一度も聞いたことがないという主張は、客観的・一般的な視点からの反論が不足している,死にたい人が犯罪や死刑を選ぶケースを一度も聞いたことがないというのは限定的な状況である,3,1,2,1,3,1
A02_DP_LO_421_6_1,PMの3つの理由のどこに反論しているのかが不明瞭かつ反論になっていない,死刑制度は関連性があり、効果的であるというのは肯定側が定義している死刑制度が現代社会の残虐化を引き起こしていると考える３つの理由ことを考慮できていない,3,3,3,3,3,3
A02_DP_LO_421_7_1,死刑制度がどう効果的なのかなどの説明がない,なぜ死刑制度は効果的という特性を持つと言えるのかが不明確,3,3,3,3,3,3
A02_DP_LO_424_1_1,一つの事例にのみ言及している,2016年に北海道で起きた男性についての例というのは限定的な状況である,3,1,3,1,1,1
A02_DP_LO_424_2_1,死にたい人が死刑のたいめに犯罪を犯すケースが起きうる可能性について説明がない,死にたい人が死刑のたいめに犯罪を犯すケースはどの程度起きうるかの具体性に欠ける,3,3,1,3,3,3
A02_DP_LO_428_1_1,死刑が残虐性をもたらしている理由ではなく、社会背景へのレスポンスとなっており、直接的な反論となっていない,肯定側の死刑が残虐性をもたらしているという主張に昔から暴力は存在していたというのは直接的な反論になっていない,2,3,1,3,1,1
A02_DP_LO_428_2_1,残虐性は昔からあったという説明にはなっていますが、死刑を廃止しても程度が変わらないというところまで主張できていない,なぜ残虐性は昔からあったという理由が死刑を廃止しても程度は変わらないという結論を支持するのかが不明確,3,3,3,3,1,3
A02_DP_LO_428_4_1,個人の暴徒化は相手の主張の大筋ではない,個人の暴徒化に対する否定という主張/理由が論題とどのように関係するのかが不明確,3,2,1,1,1,1
A02_DP_LO_428_5_1,聖書の記述と死刑制度の関連性が見えづらい,聖書の十字架にかけられる様子はニュースより暴力的という主張/理由が論題とどのように関係するのかが不明確,1,3,1,3,1,1
A02_DP_LO_428_6_1,現在に近い例が不足している,過去の世代の暴力性というのは肯定側が定義している現在の暴力性ことを考慮できていない,1,3,3,1,3,3
A02_DP_LO_447_10_1,PMの主張する命を奪うという頻度と比べて、囚人が再び殺人を犯すことが起きる可能性がどれくらい高いのかが不明瞭,命を奪うという頻度と比べて、囚人が再び殺人を犯すことが起きる可能性はどの程度高いかの具体性に欠ける,2,3,3,3,3,3
A02_DP_LO_447_11_1,囚人が再び殺人を犯すことが起きるというのは滅多に起こらなさそうと思わされる具体例,肯定側からの囚人が再び殺人を犯すことが起きるというのは滅多に起こらなさそうという反論が想定される,1,3,1,3,3,3
A02_DP_LO_447_12_1,受刑者が生きていることによる再犯率については述べられていない,受刑者が生きていることによる再犯率はどの程度あるかの具体性に欠ける,3,3,3,3,3,3
